Công nghệ màn hình,Độ sáng màn hình tối đa,Màn hình cảm ứng,Màn hình rộng,Độ phân giải camera sau,Đèn flase camera sau,Tính năng camera sau,Độ phân giải camera trước,Tính năng camera trước,CPU,GPU,Hệ điều hành,Tốc độ GPU,RAM,Dung lượng,Bluetooth,Cổng sạc,GPS,Jack tai nghe,Kết nối khác,Mạng di động,SIM,Wifi,Công nghệ pin,Dung lượng pin,Hỗ trợ sạc tối đa,Loại pin,Bảo mật nâng cao,Ghi âm,Kháng nước,Nghe nhạc,Xem phim
IPS LCD,680 nits,Kính cường lực Panda,"6.72"" - Tần số quét 90 Hz",Chính 64 MP & Phụ 2 MP,Có,"Trôi nhanh thời gian (Time Lapse)
Zoom kỹ thuật số
Quay chậm (Slow Motion)
Xóa phông
Toàn cảnh (Panorama)
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
HDR
Siêu độ phân giải
AI Camera
Làm đẹp
Google Lens
Bộ lọc màu",8 MP,"Trôi nhanh thời gian (Time Lapse)
Chụp đêm
Làm đẹp
HDR
Quay video Full HD
Toàn cảnh (Panorama)
Quay video HD
Xóa phông
Bộ lọc màu",MediaTek Helio G88 8 nhân,Mali-G52,Android 13,2.0 GHz,8 GB,256 GB,v5.2,Type-C,"BEIDOU
GPS
GLONASS
GALILEO",3.5 mm,OTG,Hỗ trợ 4G,2 Nano SIM,Dual-band (2.4 GHz/5 GHz),Sạc siêu nhanh SuperVOOC,5000 mAh,33 W,Li-Po,Mở khoá vân tay cạnh viền Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,,"MP3
WMA
AAC
FLAC
OGG
AMR
APE","MP4
WMV
AVI
3GP
MKV
TS"
IPS LCD,680 nits,Kính cường lực Panda,"6.72"" - Tần số quét 90 Hz",Chính 64 MP & Phụ 2 MP,Có,"Trôi nhanh thời gian (Time Lapse)
Zoom kỹ thuật số
Quay chậm (Slow Motion)
Xóa phông
Toàn cảnh (Panorama)
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
HDR
Siêu độ phân giải
AI Camera
Làm đẹp
Google Lens
Bộ lọc màu",8 MP,"Trôi nhanh thời gian (Time Lapse)
Chụp đêm
Làm đẹp
HDR
Quay video Full HD
Toàn cảnh (Panorama)
Quay video HD
Xóa phông
Bộ lọc màu",MediaTek Helio G88 8 nhân,Mali-G52,Android 13,2.0 GHz,6 GB,128 GB,v5.2,Type-C,"BEIDOU
GPS
GLONASS
GALILEO",3.5 mm,OTG,Hỗ trợ 4G,2 Nano SIM,Dual-band (2.4 GHz/5 GHz),Sạc siêu nhanh SuperVOOC,5000 mAh,33 W,Li-Po,Mở khoá vân tay cạnh viền Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,,"MP3
WMA
AAC
FLAC
OGG
AMR
APE","MP4
WMV
AVI
3GP
MKV
TS"
IPS LCD,Hãng không công bố,Kính cường lực Corning Gorilla Glass 3,"6.5"" - Tần số quét 60 Hz",Chính 50 MP & Phụ 2 MP,Có,"Trôi nhanh thời gian (Time Lapse)
Zoom kỹ thuật số
Xóa phông
Toàn cảnh (Panorama)
Chuyên nghiệp (Pro)
HDR
Làm đẹp
Bộ lọc màu",5 MP,"Làm đẹp
Quay video Full HD
Quay video HD
Xóa phông
Bộ lọc màu",MediaTek Helio P35 8 nhân,IMG PowerVR GE8320,Android 12,4 nhân 2.3 GHz & 4 nhân 1.8 GHz,4 GB,64 GB,v5.0,Type-C,"BEIDOU
GLONASS
GALILEO",3.5 mm,,Hỗ trợ 4G,2 Nano SIM,"Wi-Fi Direct
Wi-Fi 802.11 a/b/g/n/ac
Dual-band (2.4 GHz/5 GHz)",Không có,5000 mAh,15 W,Li-Po,Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,Không có,"MP3
FLAC
OGG
Midi",MP4 AVI
IPS LCD,Hãng không công bố,Kính cường lực Corning Gorilla Glass 3,"6.5"" - Tần số quét 60 Hz",Chính 50 MP & Phụ 2 MP,Có,"Trôi nhanh thời gian (Time Lapse)
Zoom kỹ thuật số
Xóa phông
Toàn cảnh (Panorama)
Chuyên nghiệp (Pro)
HDR
Làm đẹp
Bộ lọc màu",5 MP,"Làm đẹp
Quay video Full HD
Quay video HD
Xóa phông
Bộ lọc màu",MediaTek Helio P35 8 nhân,IMG PowerVR GE8320,Android 12,4 nhân 2.3 GHz & 4 nhân 1.8 GHz,3 GB,32 GB,v5.0,Type-C,"BEIDOU
GLONASS
GALILEO",3.5 mm,,Hỗ trợ 4G,2 Nano SIM,"Wi-Fi Direct
Wi-Fi 802.11 a/b/g/n/ac
Dual-band (2.4 GHz/5 GHz)",Không có,5000 mAh,15 W,Li-Po,Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,Không có,"MP3
FLAC
OGG
Midi",MP4 AVI
IPS LCD,400 nits,Kính cường lực Corning Gorilla Glass 3,"6.5"" - Tần số quét 90 Hz","Chính 50 MP & Phụ 2 MP, 2 MP",Có,"Zoom kỹ thuật số
Xóa phông
Toàn cảnh (Panorama)
Tự động lấy nét (AF)
Chuyên nghiệp (Pro)
HDR
Siêu độ phân giải
Làm đẹp
Siêu cận (Macro)
Bộ lọc màu",5 MP,"Làm đẹp
Quay video Full HD
Góc rộng (Wide)
Quay video HD
Flash màn hình
Xóa phông
Bộ lọc màu",Exynos 850 8 nhân,Mali-G52,Android 12,2.0 GHz,4 GB,64 GB,v5.0,Type-C,"BEIDOU
GLONASS
GALILEO",3.5 mm,,Hỗ trợ 4G,2 Nano SIM,"Wi-Fi Direct
Wi-Fi 802.11 a/b/g/n/ac
Dual-band (2.4 GHz/5 GHz)",Tiết kiệm pin,5000 mAh,15 W,Li-Po,Mở khoá vân tay cạnh viền Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,,"MP3
FLAC
OGG
Midi",MP4 AVI
PLS LCD,400 nits,Kính thường,"6.6"" - Tần số quét 60 Hz","Chính 50 MP & Phụ 5 MP, 2 MP",Có,"Zoom kỹ thuật số
Xóa phông
Toàn cảnh (Panorama)
Tự động lấy nét (AF)
Chuyên nghiệp (Pro)
HDR
Siêu độ phân giải
Làm đẹp
Nhãn dán (AR Stickers)
Siêu cận (Macro)
Bộ lọc màu",13 MP,"Làm đẹp
Quay video Full HD
Góc rộng (Wide)
Quay video HD
Xóa phông
Bộ lọc màu",Exynos 850 8 nhân,Mali-G52,Android 13,2.0 GHz,4 GB,128 GB,"A2DP
LE
v5.1",Type-C,"BEIDOU
QZSS
GPS
GLONASS
GALILEO",3.5 mm,NFC,Hỗ trợ 4G,2 Nano SIM,"Wi-Fi Direct
Wi-Fi 802.11 a/b/g/n/ac
Wi-Fi hotspot
Dual-band (2.4 GHz/5 GHz)",Tiết kiệm pin,5000 mAh,15 W,Li-Po,Mở khóa bằng vân tay Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,,"AAC
FLAC
OGG
Midi
WAV
M4A","MP4
AVI
3GP
FLV
MKV"
PLS LCD,518 nits,Kính thường,"6.6"" - Tần số quét 90 Hz","Chính 50 MP & Phụ 2 MP, 2 MP",Có,"Quay chậm (Slow Motion)
Xóa phông
Toàn cảnh (Panorama)
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
HDR
Siêu độ phân giải
Làm đẹp
Nhãn dán (AR Stickers)
Siêu cận (Macro)
Bộ lọc màu",13 MP,"Trôi nhanh thời gian (Time Lapse)
Chụp đêm
Làm đẹp
Quay video Full HD
Góc rộng (Wide)
Quay video HD
Xóa phông
Bộ lọc màu",MediaTek Dimensity 700 5G 8 nhân,Mali-G57 MC2,Android 13,2.2 GHz,4 GB,128 GB,"A2DP
LE
v5.2",Type-C,"BEIDOU
GPS
GLONASS",3.5 mm,OTG,Hỗ trợ 5G,2 Nano SIM,"Wi-Fi Direct
Wi-Fi 802.11 a/b/g/n/ac
Wi-Fi hotspot
Dual-band (2.4 GHz/5 GHz)",Không có,5000 mAh,15 W,Li-Po,Mở khoá vân tay cạnh viền,Ghi âm mặc định,,"AAC
FLAC
OGG
Midi
WAV
M4A","MP4
AVI
3GP
FLV
MKV"
PLS LCD,400 nits,Kính thường,"6.6"" - Tần số quét 60 Hz","Chính 50 MP & Phụ 5 MP, 2 MP",Có,"Zoom kỹ thuật số
Xóa phông
Toàn cảnh (Panorama)
Tự động lấy nét (AF)
Chuyên nghiệp (Pro)
HDR
Siêu độ phân giải
Làm đẹp
Nhãn dán (AR Stickers)
Siêu cận (Macro)
Bộ lọc màu",13 MP,"Chụp đêm
Làm đẹp
Quay video Full HD
Góc rộng (Wide)
Quay video HD
Xóa phông
Bộ lọc màu",Exynos 850 8 nhân,Mali-G52,Android 13,2.0 GHz,6 GB,128 GB,"A2DP
LE
v5.1",Type-C,"BEIDOU
QZSS
GPS
GLONASS
GALILEO",3.5 mm,NFC,Hỗ trợ 4G,2 Nano SIM,"Wi-Fi Direct
Wi-Fi 802.11 a/b/g/n/ac
Wi-Fi hotspot
Dual-band (2.4 GHz/5 GHz)",Tiết kiệm pin,5000 mAh,15 W,Li-Po,Mở khóa bằng vân tay Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,,"AAC
FLAC
OGG
Midi
WAV
M4A","MP4
AVI
3GP
FLV
MKV"
Super AMOLED,1000 nits,Kính thường,"6.5"" - Tần số quét 90 Hz","Chính 50 MP & Phụ 5 MP, 2 MP",Có,"Trôi nhanh thời gian (Time Lapse)
Góc siêu rộng (Ultrawide)
Chống rung quang học (OIS)
Tự động lấy nét (AF)
HDR
Zoom quang học
AI Camera
Làm đẹp
Siêu cận (Macro)",13 MP,Làm đẹp Góc rộng (Wide),MediaTek Helio G99 8 nhân,Mali-G57,Android 13,2.2 GHz,8 GB,128 GB,v5.3,Type-C,"BEIDOU
QZSS
GPS
GLONASS
GALILEO",3.5 mm,,Hỗ trợ 4G,2 Nano SIM,"Wi-Fi MIMO
Wi-Fi Direct
Wi-Fi 802.11 a/b/g/n/ac
Wi-Fi hotspot
Dual-band (2.4 GHz/5 GHz)",Sạc pin nhanh,5000 mAh,25 W,Li-Po,Mở khoá vân tay cạnh viền,Ghi âm mặc định Ghi âm cuộc gọi,Không có,"MP3
AAC
FLAC
OGG
Midi
WAV
M4A","MP4
AVI
3GP
FLV
MKV"
Super AMOLED,1000 nits,Kính thường,"6.5"" - Tần số quét 90 Hz","Chính 50 MP & Phụ 5 MP, 2 MP",Có,"Trôi nhanh thời gian (Time Lapse)
Góc siêu rộng (Ultrawide)
Chống rung quang học (OIS)
Tự động lấy nét (AF)
HDR
Zoom quang học
AI Camera
Làm đẹp
Siêu cận (Macro)",13 MP,Làm đẹp Góc rộng (Wide),MediaTek Helio G99 8 nhân,Mali-G57,Android 13,2.2 GHz,6 GB,128 GB,v5.3,Type-C,"BEIDOU
QZSS
GPS
GLONASS
GALILEO",3.5 mm,,Hỗ trợ 4G,2 Nano SIM,"Wi-Fi MIMO
Wi-Fi Direct
Wi-Fi 802.11 a/b/g/n/ac
Wi-Fi hotspot
Dual-band (2.4 GHz/5 GHz)",Sạc pin nhanh,5000 mAh,25 W,Li-Po,Mở khoá vân tay cạnh viền,Ghi âm mặc định Ghi âm cuộc gọi,Không có,"MP3
AAC
FLAC
OGG
Midi
WAV
M4A","MP4
AVI
3GP
FLV
MKV"
Super AMOLED,1000 nits,Kính cường lực Corning Gorilla Glass 5,"6.6"" - Tần số quét 120 Hz","Chính 48 MP & Phụ 8 MP, 5 MP",Có,"Trôi nhanh thời gian (Time Lapse)
Góc siêu rộng (Ultrawide)
Góc rộng (Wide)
Quay chậm (Slow Motion)
Toàn cảnh (Panorama)
Chống rung quang học (OIS)
Tự động lấy nét (AF)
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
Zoom quang học
Quay Siêu chậm (Super Slow Motion)
AI Camera
Làm đẹp
Siêu cận (Macro)
Bộ lọc màu",13 MP,"Chụp đêm
Làm đẹp
Quay video Full HD
Góc rộng (Wide)
Quay video HD
Quay video 4K
Xóa phông
Góc siêu rộng (Ultrawide)
Bộ lọc màu",MediaTek Dimensity 1080 8 nhân,Mali-G68 MC4,Android 13,2.6 GHz,8 GB,128 GB,v5.3,Type-C,"BEIDOU
QZSS
GPS
GLONASS
GALILEO",Type-C,NFC OTG,Hỗ trợ 5G,2 Nano SIM,"Wi-Fi MIMO
Wi-Fi Direct
Wi-Fi 802.11 a/b/g/n/ac
Wi-Fi hotspot
Dual-band (2.4 GHz/5 GHz)",Sạc pin nhanh,5000 mAh,25 W,Li-Po,Mở khoá vân tay dưới màn hình Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,IP67,"MP3
AAC
FLAC
OGG
Midi
WAV
M4A","MP4
AVI
3GP
FLV
MKV"
Super AMOLED,1000 nits,Kính cường lực Corning Gorilla Glass 5,"6.6"" - Tần số quét 120 Hz","Chính 48 MP & Phụ 8 MP, 5 MP",Có,"Trôi nhanh thời gian (Time Lapse)
Góc siêu rộng (Ultrawide)
Góc rộng (Wide)
Quay chậm (Slow Motion)
Toàn cảnh (Panorama)
Chống rung quang học (OIS)
Tự động lấy nét (AF)
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
Zoom quang học
Quay Siêu chậm (Super Slow Motion)
AI Camera
Làm đẹp
Siêu cận (Macro)
Bộ lọc màu",13 MP,"Chụp đêm
Làm đẹp
Quay video Full HD
Góc rộng (Wide)
Quay video HD
Quay video 4K
Xóa phông
Góc siêu rộng (Ultrawide)
Bộ lọc màu",MediaTek Dimensity 1080 8 nhân,Mali-G68 MC4,Android 13,2.6 GHz,8 GB,256 GB,v5.3,Type-C,"BEIDOU
QZSS
GPS
GLONASS
GALILEO",Type-C,NFC OTG,Hỗ trợ 5G,2 Nano SIM,"Wi-Fi MIMO
Wi-Fi Direct
Wi-Fi 802.11 a/b/g/n/ac
Wi-Fi hotspot
Dual-band (2.4 GHz/5 GHz)",Sạc pin nhanh,5000 mAh,25 W,Li-Po,Mở khoá vân tay dưới màn hình Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,IP67,"MP3
AAC
FLAC
OGG
Midi
WAV
M4A","MP4
AVI
3GP
FLV
MKV"
Super AMOLED,1000 nits,Kính cường lực Corning Gorilla Glass 5,"6.4"" - Tần số quét 120 Hz","Chính 50 MP & Phụ 12 MP, 5 MP",Có,"Trôi nhanh thời gian (Time Lapse)
Góc siêu rộng (Ultrawide)
Góc rộng (Wide)
Quay chậm (Slow Motion)
Xóa phông
Toàn cảnh (Panorama)
Chống rung quang học (OIS)
Tự động lấy nét (AF)
Ban đêm (Night Mode)
HDR
Zoom quang học
Quay Siêu chậm (Super Slow Motion)
AI Camera
Làm đẹp
Siêu cận (Macro)
Bộ lọc màu",32 MP,"Trôi nhanh thời gian (Time Lapse)
Chụp đêm
Làm đẹp
Quay video Full HD
Góc rộng (Wide)
Quay video HD
Quay video 4K
Xóa phông
Góc siêu rộng (Ultrawide)
Quay chậm (Slow Motion)
Bộ lọc màu",Exynos 1380 8 nhân,Mali-G68,Android 13,4 nhân 2.4 GHz & 4 nhân 2 GHz,8 GB,128 GB,v5.3,Type-C,"BEIDOU
QZSS
GPS
GLONASS
GALILEO",Type-C,NFC OTG,Hỗ trợ 5G,2 Nano SIM,"Wi-Fi MIMO
Wi-Fi Direct
Wi-Fi 802.11 a/b/g/n/ac
Wi-Fi hotspot
Dual-band (2.4 GHz/5 GHz)",Sạc pin nhanh,5000 mAh,25 W,Li-Po,Mở khoá vân tay dưới màn hình Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,IP67,"MP3
AAC
OGG
AMR
Midi
WAV
M4A","MP4
AVI
3GP
FLV
MKV"
Super AMOLED,1000 nits,Kính cường lực Corning Gorilla Glass 5,"6.4"" - Tần số quét 120 Hz","Chính 50 MP & Phụ 12 MP, 5 MP",Có,"Trôi nhanh thời gian (Time Lapse)
Góc siêu rộng (Ultrawide)
Góc rộng (Wide)
Quay chậm (Slow Motion)
Xóa phông
Toàn cảnh (Panorama)
Chống rung quang học (OIS)
Tự động lấy nét (AF)
Ban đêm (Night Mode)
HDR
Zoom quang học
Quay Siêu chậm (Super Slow Motion)
AI Camera
Làm đẹp
Siêu cận (Macro)
Bộ lọc màu",32 MP,"Trôi nhanh thời gian (Time Lapse)
Chụp đêm
Làm đẹp
Quay video Full HD
Góc rộng (Wide)
Quay video HD
Quay video 4K
Xóa phông
Góc siêu rộng (Ultrawide)
Quay chậm (Slow Motion)
Bộ lọc màu",Exynos 1380 8 nhân,Mali-G68,Android 13,4 nhân 2.4 GHz & 4 nhân 2 GHz,8 GB,256 GB,v5.3,Type-C,"BEIDOU
QZSS
GPS
GLONASS
GALILEO",Type-C,NFC OTG,Hỗ trợ 5G,2 Nano SIM,"Wi-Fi MIMO
Wi-Fi Direct
Wi-Fi 802.11 a/b/g/n/ac
Wi-Fi hotspot
Dual-band (2.4 GHz/5 GHz)",Sạc pin nhanh,5000 mAh,25 W,Li-Po,Mở khoá vân tay dưới màn hình Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,IP67,"MP3
AAC
OGG
AMR
Midi
WAV
M4A","MP4
AVI
3GP
FLV
MKV"
Super AMOLED,1000 nits,Kính cường lực Corning Gorilla Glass 5,"6.5"" - Tần số quét 120 Hz","Chính 50 MP & Phụ 8 MP, 2 MP",Có,"Trôi nhanh thời gian (Time Lapse)
Góc siêu rộng (Ultrawide)
Zoom kỹ thuật số
Quét tài liệu
Quay chậm (Slow Motion)
Xóa phông
Toàn cảnh (Panorama)
Chống rung quang học (OIS)
Ban đêm (Night Mode)
Video chuyên nghiệp
Chuyên nghiệp (Pro)
HDR
Siêu độ phân giải
Quay Siêu chậm (Super Slow Motion)
Lấy nét theo pha (PDAF)
Làm đẹp
Siêu cận (Macro)
Bộ lọc màu
Chụp hẹn giờ
Quét mã QR",13 MP,"Làm đẹp
Quay video Full HD
Góc rộng (Wide)
Quay video HD
Flash màn hình
Xóa phông
Bộ lọc màu
Chụp hẹn giờ",Exynos 1280 8 nhân,Mali-G68,Android 13,2 nhân 2.4 GHz & 6 nhân 2 GHz,8 GB,128 GB,"v5.3
A2DP
LE",Type-C,"BEIDOU
QZSS
GPS
GLONASS
GALILEO",3.5 mm,NFC,Hỗ trợ 5G,2 Nano SIM (SIM 2 chung khe thẻ nhớ),"Wi-Fi Direct
Wi-Fi 802.11 a/b/g/n/ac
Dual-band (2.4 GHz/5 GHz)",Sạc pin nhanh Tiết kiệm pin,6000 mAh,25 W,Li-Po,Mở khoá vân tay cạnh viền Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,Không có,"MP3
AAC
FLAC
OGG
AMR
Midi
WAV
M4A
AWB","MP4
AVI
3GP
FLV
MKV
WEBM"
Dynamic AMOLED 2X,1200 nits,Kính cường lực Corning Gorilla Glass Victus,"6.4"" - Tần số quét 120 Hz","Chính 12 MP & Phụ 12 MP, 8 MP",Có,"Quay video hiển thị kép
Trôi nhanh thời gian (Time Lapse)
Góc siêu rộng (Ultrawide)
Zoom kỹ thuật số
Quay chậm (Slow Motion)
Xóa phông
Toàn cảnh (Panorama)
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
HDR",32 MP,"HDR
Quay video Full HD
Quay video 4K
Xóa phông
A.I Camera",Exynos 2100 8 nhân,Mali-G78 MP14,Android 12,"1 nhân 2.9 GHz, 3 nhân 2.8 GHz & 4 nhân 2.2 GHz",8 GB,256 GB,v5.0,Type-C,"BEIDOU
GPS
GLONASS
GALILEO",Type-C,NFC OTG,Hỗ trợ 5G,2 Nano SIM,"Wi-Fi Direct
Wi-Fi hotspot
Dual-band (2.4 GHz/5 GHz)
Wi-Fi 802.11 a/b/g/n/ac/ax","Sạc pin nhanh
Tiết kiệm pin
Sạc không dây
Siêu tiết kiệm pin
Sạc ngược không dây",4500 mAh,25 W,Li-Ion,Mở khoá vân tay dưới màn hình Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,IP68,"MP3
AAC
FLAC
OGG
AMR
WAV
M4A","MP4
AVI
3GP
FLV
MKV"
Dynamic AMOLED 2X,1200 nits,Kính cường lực Corning Gorilla Glass Victus,"6.4"" - Tần số quét 120 Hz","Chính 12 MP & Phụ 12 MP, 8 MP",Có,"Quay video hiển thị kép
Trôi nhanh thời gian (Time Lapse)
Góc siêu rộng (Ultrawide)
Quay chậm (Slow Motion)
Xóa phông
Toàn cảnh (Panorama)
Chống rung quang học (OIS)
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
HDR",32 MP,"HDR
Quay video Full HD
Quay video 4K
Xóa phông
A.I Camera",Exynos 2100 8 nhân,Mali-G78 MP14,Android 12,"1 nhân 2.9 GHz, 3 nhân 2.8 GHz & 4 nhân 2.2 GHz",6 GB,128 GB,v5.0,Type-C,"BEIDOU
GPS
GLONASS
GALILEO",Type-C,NFC OTG,Hỗ trợ 5G,2 Nano SIM,"Wi-Fi Direct
Wi-Fi hotspot
Dual-band (2.4 GHz/5 GHz)
Wi-Fi 802.11 a/b/g/n/ac/ax","Sạc pin nhanh
Tiết kiệm pin
Sạc không dây
Siêu tiết kiệm pin
Sạc ngược không dây",4500 mAh,25 W,Li-Ion,Mở khoá vân tay dưới màn hình Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,IP68,"MP3
AAC
FLAC
OGG
AMR
WAV
M4A","MP4
AVI
3GP
FLV
MKV"
Dynamic AMOLED 2X,1750 nits,Kính cường lực Corning Gorilla Glass Victus+,"6.8"" - Tần số quét 120 Hz","Chính 108 MP & Phụ 12 MP, 10 MP, 10 MP",Đèn LED kép,"Quay video hiển thị kép
Trôi nhanh thời gian (Time Lapse)
Góc siêu rộng (Ultrawide)
Zoom kỹ thuật số
Góc rộng (Wide)
Quay chậm (Slow Motion)
Xóa phông
Toàn cảnh (Panorama)
Chống rung quang học (OIS)
Tự động lấy nét (AF)
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
HDR
Chụp bằng giọng nói
Chụp bằng cử chỉ
Zoom quang học
Quay Siêu chậm (Super Slow Motion)
AI Camera
Làm đẹp
Live Photo
Bộ lọc màu",40 MP,"Trôi nhanh thời gian (Time Lapse)
Chụp đêm
Tự động lấy nét (AF)
Nhận diện khuôn mặt
Làm đẹp
PixelMaster
HDR
Quay video Full HD
Chống rung
Góc rộng (Wide)
Quay video HD
Chụp bằng cử chỉ
Flash màn hình
Quay video 4K
Làm đẹp A.I
Xóa phông
Quay chậm (Slow Motion)
Live Photo
Bộ lọc màu",Snapdragon 8 Gen 1 8 nhân,Adreno 730,Android 12,"1 nhân 3 GHz, 3 nhân 2.5 GHz & 4 nhân 1.79 GHz",8 GB,128 GB,v5.2,Type-C,"BEIDOU
QZSS
GPS
GLONASS
GALILEO",Type-C,NFC,Hỗ trợ 5G,2 Nano SIM hoặc 1 Nano SIM + 1 eSIM,"Wi-Fi Direct
Wi-Fi hotspot
Dual-band (2.4 GHz/5 GHz)
Wi-Fi 802.11 a/b/g/n/ac/ax","Sạc pin nhanh
Sạc không dây
Sạc ngược không dây",5000 mAh,45 W,Li-Ion,Mở khoá vân tay dưới màn hình Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,,"MP3
AAC
OGG
AMR
WAV
M4A","MP4
AVI
3GP
FLV
MKV"
Dynamic AMOLED 2X,1750 nits,Kính cường lực Corning Gorilla Glass Victus 2,"6.1"" - Tần số quét 120 Hz","Chính 50 MP & Phụ 12 MP, 10 MP",Có,"Trôi nhanh thời gian (Time Lapse)
Góc siêu rộng (Ultrawide)
Zoom kỹ thuật số
Quay chậm (Slow Motion)
Xóa phông
Toàn cảnh (Panorama)
Chống rung quang học (OIS)
Tự động lấy nét (AF)
Ảnh Raw
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
Zoom quang học
Quay Siêu chậm (Super Slow Motion)
AI Camera
Làm đẹp
Nhãn dán (AR Stickers)
Live Photo
Bộ lọc màu",12 MP,"Trôi nhanh thời gian (Time Lapse)
Chụp đêm
Làm đẹp
Quay video Full HD
Quay video HD
Nhãn dán (AR Stickers)
Quay video 4K
Xóa phông
Góc siêu rộng (Ultrawide)
Quay chậm (Slow Motion)
Bộ lọc màu",Snapdragon 8 Gen 2 for Galaxy,Adreno 740,Android 13,"1 nhân 3.36 GHz, 4 nhân 2.8 GHz & 3 nhân 2 GHz",8 GB,128 GB,v5.3,Type-C,"BEIDOU
GPS
GLONASS
GALILEO",Type-C,NFC OTG,Hỗ trợ 5G,2 Nano SIM hoặc 1 Nano SIM + 1 eSIM,"6 GHz
Wi-Fi Direct
Dual-band (2.4 GHz/5 GHz)
Wi-Fi 802.11 a/b/g/n/ac/ax","Sạc pin nhanh
Sạc không dây
Sạc ngược không dây",3900 mAh,25 W,Li-Ion,Mở khoá vân tay dưới màn hình Mở khoá khuôn mặt,Ghi âm cuộc gọi,IP68,"MP3
AAC
OGG
AMR
Midi
WAV
M4A","MP4
AVI
3GP
FLV
MKV"
Dynamic AMOLED 2X,1750 nits,Kính cường lực Corning Gorilla Glass Victus 2,"6.6"" - Tần số quét 120 Hz","Chính 50 MP & Phụ 12 MP, 10 MP",Có,"Trôi nhanh thời gian (Time Lapse)
Góc siêu rộng (Ultrawide)
Zoom kỹ thuật số
Quay chậm (Slow Motion)
Xóa phông
Toàn cảnh (Panorama)
Chống rung quang học (OIS)
Tự động lấy nét (AF)
Ảnh Raw
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
Zoom quang học
Quay Siêu chậm (Super Slow Motion)
AI Camera
Làm đẹp
Nhãn dán (AR Stickers)
Live Photo
Bộ lọc màu",12 MP,"Trôi nhanh thời gian (Time Lapse)
Chụp đêm
Nhận diện khuôn mặt
Làm đẹp
Quay video Full HD
Quay video HD
Nhãn dán (AR Stickers)
Quay video 4K
Xóa phông
Góc siêu rộng (Ultrawide)
Quay chậm (Slow Motion)
Chuyên nghiệp (Pro)
Bộ lọc màu",Snapdragon 8 Gen 2 for Galaxy,Adreno 740,Android 13,"1 nhân 3.36 GHz, 4 nhân 2.8 GHz & 3 nhân 2 GHz",8 GB,512 GB,v5.3,Type-C,"BEIDOU
QZSS
GPS
GLONASS
GALILEO",Type-C,NFC,Hỗ trợ 5G,2 Nano SIM hoặc 1 Nano SIM + 1 eSIM,"6 GHz
Wi-Fi Direct
Dual-band (2.4 GHz/5 GHz)
Wi-Fi 802.11 a/b/g/n/ac/ax","Sạc pin nhanh
Sạc không dây
Sạc ngược không dây",4700 mAh,45 W,Li-Ion,Mở khoá vân tay dưới màn hình Mở khoá khuôn mặt,Ghi âm cuộc gọi,IP68,"MP3
AAC
OGG
AMR
Midi
WAV
M4A","MP4
AVI
3GP
FLV
MKV"
